label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1,1.1348290368914604,95.99472284317017,3.0669597908854485,68.58852505683899,51.19507908821106,67.63042211532593,10.448820888996124,73.87580871582031,95.994633436203,97.78371453285217,98.79384636878967,13.973794877529144,0.19777934066951275,99.94200468063354,36.21366024017334,73.19638133049011,5.657773092389107,15.92811644077301,60.604727268218994,2.1060217171907425,36.37625873088837,62.887489795684814,98.1958270072937,4.053863510489464,52.53075957298279,7.8148238360881805,90.37216901779175,71.69533967971802,44.19819712638855,9.603843837976456
0,74.88248348236084,45.320311188697815,56.835395097732544,67.32413172721863,35.10184586048126,18.477047979831696,9.859160333871841,90.2050793170929,1.6925327479839325,94.13925409317017,54.492127895355225,62.12676167488098,95.6491470336914,37.74651288986206,81.64262771606445,12.323500961065292,0.46662413515150547,98.95312190055847,15.18947184085846,23.2404962182045,89.47657346725464,13.040363788604736,58.891087770462036,48.2181042432785,77.32616662979126,50.165778398513794,61.819082498550415,64.3078088760376,40.29946327209473,63.444983959198
0,99.29606318473816,1.9890403375029564,90.50235152244568,75.22716522216797,89.21296000480652,20.646095275878906,16.19277447462082,91.90338850021362,36.27108037471771,67.10445880889893,95.57554125785828,82.74964690208435,49.90845322608948,81.34234547615051,5.166197195649147,17.984147369861603,99.98645186424255,20.305819809436798,52.819305658340454,56.85546398162842,65.92236757278442,93.94124746322632,5.862748250365257,70.8001971244812,79.51076626777649,78.92002463340759,97.73766994476318,82.79033303260803,48.040780425071716,10.15346571803093
0,0.7179013919085264,67.3179566860199,25.317785143852234,44.33164298534393,62.95417547225952,80.95585107803345,60.82044243812561,15.31311571598053,99.48747158050537,67.2004222869873,16.50795042514801,11.958828568458557,26.050233840942383,52.835363149642944,61.815857887268066,65.53889513015747,30.736175179481506,25.15825629234314,35.7160210609436,36.56334578990936,11.218822002410889,29.118600487709045,67.70682334899902,6.441928446292877,21.64521962404251,17.288467288017273,2.0562054589390755,6.559416651725769,60.6259286403656,74.5872437953949
0,94.18874979019165,1.4644088223576546,99.9774158000946,95.17419934272766,76.7595112323761,21.73362374305725,18.004755675792694,83.06261897087097,12.935428321361542,45.44343054294586,91.94428324699402,92.32110381126404,53.08069586753845,95.34163475036621,15.810433030128479,31.14469349384308,89.54716324806213,31.376254558563232,57.65281319618225,58.93834829330444,65.32410979270935,65.6039834022522,4.837101697921753,95.53883075714111,69.45814490318298,59.7084105014801,96.04130387306213,81.38736486434937,38.604092597961426,2.1650809794664383
1,19.943585991859436,46.57562077045441,38.67605924606323,99.99997019767761,71.44644856452942,98.69363903999329,0.9619167074561119,66.19756817817688,53.57615351676941,90.25901556015015,65.82803726196289,97.58836627006531,13.155502080917358,29.584360122680664,6.328839808702469,44.74272429943085,25.514280796051025,30.430153012275696,2.6170894503593445,45.69269418716431,43.44407021999359,3.5698752850294113,38.51178288459778,17.5455704331398,70.90946435928345,98.41846227645874,87.2921884059906,94.84249949455261,43.73869001865387,73.20390343666077
0,10.377833247184753,72.69127368927002,0.03532014961820096,8.1589974462986,19.122275710105896,94.15593147277832,77.13397741317749,4.08039391040802,51.252931356430054,0.4727988503873348,10.621875524520874,82.10942149162292,0.3409450873732567,19.33511346578598,33.50812792778015,83.65582823753357,17.236223816871643,14.136575162410736,97.67308831214905,98.42982888221741,9.625650197267532,70.64090371131897,95.78009843826294,28.056013584136963,6.727093458175659,9.369078278541565,35.633257031440735,3.845936805009842,99.93088245391846,29.439613223075867
1,6.191464886069298,69.21428442001343,19.437307119369507,64.49244618415833,42.99624562263489,55.8876633644104,26.10560655593872,50.29899477958679,78.43237519264221,82.33233094215393,78.1983494758606,21.80151790380478,11.37869656085968,49.08285439014435,41.0221129655838,54.002898931503296,9.801921993494034,19.588100910186768,83.81189703941345,9.9806509912014,44.910332560539246,70.57466506958008,45.16650438308716,27.73006558418274,39.35031294822693,19.90787833929062,98.90989065170288,65.71444869041443,18.056748807430267,54.63777780532837
0,1.2587612494826317,59.30749177932739,23.688170313835144,37.44535744190216,63.74127268791199,80.67407011985779,53.58490347862244,12.429532408714294,97.0069408416748,75.48546195030212,23.870021104812622,0.773978466168046,31.43475353717804,51.56097412109375,66.6906476020813,72.07825183868408,38.28348517417908,25.48491656780243,27.08229422569275,26.956817507743835,14.223165810108185,27.75018811225891,66.58806800842285,2.167433686554432,37.407127022743225,12.477493286132812,14.577727019786835,16.005276143550873,48.892149329185486,84.69829559326172
0,94.29701566696167,1.8609894439578056,83.6306631565094,88.39085102081299,99.9999463558197,25.113818049430847,8.136659860610962,99.99995231628418,49.51317310333252,73.37409257888794,99.99997019767761,75.36019682884216,55.09094595909119,67.16877818107605,0.0,3.6637205630540848,96.56755328178406,10.341617465019226,35.61338484287262,65.10388255119324,65.40634036064148,98.53684902191162,0.0,49.807581305503845,80.14582991600037,99.9999463558197,95.2532410621643,84.73151326179504,48.05014431476593,20.815688371658325
